_c0,_c1,_c2
@SiriusCorp Still waiting for some open source companies to reply to my sending them the checklist .... There will be a sequel.,1,siriuscorp still waiting open source companies reply sending checklist sequel
@MysweetMelody Nice tie! I love the green.,1,mysweetmelody nice tie love green
I'm buying the cool Pisay shirt tomorrow!!  Kayo rin! Hahaha ),1,buying cool pisay shirt tomorrow kayo rin hahaha
@1WineDude That's a really cool giveaway!,1,1winedude really cool giveaway
"It's so waaaaaarm, la la la.  AND just got a better grade than expected on that impossible shakespeare essay",1,waaaaaarm la la la got better grade expected impossible shakespeare essay
done eating - i don't know what I ate. but the dessert was yummy. Royce'.  hehehe.,1,done eating know ate dessert yummy royce' hehehe
@OhSweetNibblets SANA!  it's been awhile! how were your other exams?,1,ohsweetnibblets sana awhile exams
leaving in 10  gonna pick my cake. woo,1,leaving 10 gonna pick cake woo
@emmagemtweets there are simply waaaay too many unloved animals out there... we just try to do what little we can,1,emmagemtweets simply waaaay many unloved animals try little
@heycassadee i can't wait for it either! ): rob pattinson's sooooo hot. and gosh vampires!,1,heycassadee cannot wait either rob pattinson sooooo hot gosh vampires
Just watched Monsters Vs Aliens with C60! Gonna eat dinner together now  - http://tweet.sg,1,watched monsters vs aliens c60 gonna eat dinner together
"@thedevilslair It's always scheduled at 7:30, it doesn't mean that I am awake",1,thedevilslair always scheduled 7 30 mean awake
"@GarrickBoyd The movie was in 1984..it stared John Heard, Daniel Stern, and Christopher Curry and Kim Greist...not sure who they are",1,garrickboyd movie 1984 stared john heard daniel stern christopher curry kim greist sure
@TheParentectomy,1,theparentectomy
going out to play with my nephews I really should have done some homework but that can wait this is more importent It`s about priorities!,1,going play nephews really done homework wait importent it`s priorities
@tanyamc79 its on my shin  and its my favorite tattoo,1,tanyamc79 shin favorite tattoo
"@karinb_za ye, got a plaster but its fucking sore....Ye, jasper would've had me for lunch",1,karinb za ye got plaster fucking sore ye jasper would lunch
"jeez, is this guy crazy or what?   http://bit.ly/pvMql",1,jeez guy crazy
@danielboys Have fun tonight  And congrats on the album being out,1,danielboys fun tonight congrats album
"@MadShad31 its cool, u gotta work",1,madshad31 cool u gotta work
Going home to homecooked food while the sky's still bright is definitely worth the jam and the pik cik-ness,1,going home homecooked food sky still bright definitely worth jam pik cik ness
"@malinpet If you like hot, go to Brisbane it's awesome! Even when it's winter... it's like summer haha. I wanna come and visit you too",1,malinpet like hot go brisbane awesome even winter like summer haha wanna come visit
@thijssie  Not really and not allowed to talk about the interesting parts,1,thijssie really allowed talk interesting parts
@ladychatterley i can't wait!,1,ladychatterley cannot wait
"@ErickWeber The movie was in 1984..it stared John Heard, Daniel Stern, and Christopher Curry and Kim Greist...not sure who they are",1,erickweber movie 1984 stared john heard daniel stern christopher curry kim greist sure
Going outside with littlebrother to play some soccer,1,going outside littlebrother play soccer
Running home for lunch,1,running home lunch
computer is working...,1,computer working
@KGMB9 thanks for all your late breaking! Good Night,1,kgmb9 thanks late breaking good night
@SLotH13 couldn't help it buddy! i had to! no option! that was one of the main reasons to jump jobs!,1,sloth13 could help buddy option one main reasons jump jobs
bout to knock out .. i better wake up w/ my cupcake update .. otherwise tmobile gone hear from my ass .. str8 up lmao .. for reals though,1,bout knock better wake w cupcake update otherwise tmobile gone hear ass str8 lmao reals though
says plurk + twitter.  http://plurk.com/p/xm6hx,1,says plurk twitter
"@donttrythis no, you'll be played by Mark McGuire in a come-back/break-out performance for the ages.",1,donttrythis played mark mcguire come back break performance ages
Has Twitter. Yaaay,1,twitter yaaay
Sun burnt from swimming Sunday but had a great time.,1,sun burnt swimming sunday great time
perfect Jack Johnson weather...  #musicmonday,1,perfect jack johnson weather musicmonday
"Up, showered had breakfast, revised a whole law unit &amp; got 3 songs done on ghm not a bad start to the day",1,showered breakfast revised whole law unit amp got 3 songs done ghm bad start day
just chillaxing. gotta love mondays,1,chillaxing gotta love mondays
oh my god i love the rain   this is perhaps the best night iv had for a while,1,oh god love rain perhaps best night iv
@justnessie Seattle sounds good  don't tell mommy but were gonna get mommy and daddy a present. Do you kno what they would like?,1,justnessie seattle sounds good tell mommy gonna get mommy daddy present kno would like
@SpiderxBear    oh yes.,1,spiderxbear oh yes
@playspymaster Locations: Widdrington .. its a tiny village .. perfect for hiding spys in,1,playspymaster locations widdrington tiny village perfect hiding spys
ready for more rooftop sun,1,ready rooftop sun
i'm gonna tweet on my phone!! i must know how!!,1,gonna tweet phone must know
The worst part about fun late nights on the weekend is turning your clock around on sunday night/monday morning,1,worst part fun late nights weekend turning clock around sunday night monday morning
"@deathwarmedover one walking very close to her, she had to go on the road to get past him, seemed quite unnecessary! She had a go at him",1,deathwarmedover one walking close go road get past seemed quite unnecessary go
"Mmm, life is good",1,mmm life good
I haven't stepped out of my house in the last 40 hours. I'm suffocating.  My soft feathery horny kitty is following me,1,stepped house last 40 hours suffocating soft feathery horny kitty following
"@wanansis uzpīpēt, es atļ�?vos nolikt auto tav�? sēt�?, kamēr biju centr�?",1,wanansis uzpīpēt es atļ� vos nolikt auto tav� sēt� kamēr biju centr�
"haaa @FrankBecker haaaaa, U lost him over your hockey tweets. that is funny!",1,haaa frankbecker haaaaa u lost hockey tweets funny
@janine_j9 Aww... MJ's not supposed to make u cry J9... he's sposed to make u happy,1,janine j9 aww mj supposed make u cry j9 sposed make u happy
http://twitpic.com/6e8im - @triciadator hahaha. thanks.  kinuha yan ng pinsan ko.,1,null
"@joelreedkeenan i've been there done that, bwahaha! enjoy yourself to feel the feeling, Pak! *nahlohbingung*  good luck too!",1,joelreedkeenan done bwahaha enjoy feel feeling pak nahlohbingung good luck
Enjoying the sun ... So glad I can move my week around to make the most of this good weather,1,enjoying sun glad move week around make good weather
http://bit.ly/llx5H  we want this again plzzz,1,null
"@bilblogz @ateisten ::  lol, glad u both agree",1,bilblogz ateisten lol glad u agree
Musssik Musiik ! Today in Wuppertal Sunny weather and drink shakes !  Great Weekend !,1,musssik musiik today wuppertal sunny weather drink shakes great weekend
@hanlie Yes indeed! Fantastic results and a big congratulations,1,hanlie yes indeed fantastic results big congratulations
"@creaturekebab Yeah, try Okkle's over at Vinyl Abuse - I fancy trying this myself  http://twurl.nl/mojijq",1,creaturekebab yeah try okkle vinyl abuse fancy trying
"Picking up the kitten today, hopefully!!!",1,picking kitten today hopefully
: CIAO guys! Take Care! 'Til my next comeback! See ya! Vote for me.. KeenoChan! Heyyaaa! XOXO.  - joszeff.mu... http://plurk.com/p/xm6kp,1,ciao guys take care 'til next comeback see ya vote keenochan heyyaaa xoxo joszeff mu
The New moon must favour my name  lots of sales today http://www.zazzle.com/moonlake,1,new moon must favour name lots sales today
"@YuraF Oh wow. I've been bits and pieces of Thomas Crown Affair but never the full thing, maybe I should do that tonight. Sweet!",1,yuraf oh wow bits pieces thomas crown affair never full thing maybe tonight sweet
@lilysgranny Congrats!    I know you are very proud!!!!,1,lilysgranny congrats know proud
"ugh, mondays. school. carleys after  texxxt.",1,ugh mondays school carleys texxxt
@ydnab40 yep generally pay is better!,1,ydnab40 yep generally pay better
"@SuzeMuse Glad to hear things are Great, I'm doing alright, will be better after this funeral today. Then I can get back to normal.",1,suzemuse glad hear things great alright better funeral today get back normal
@smokingdrum as long as it is a nice shade of grey,1,smokingdrum long nice shade grey
haha my stomach's aching so bad. i need to rush to the CR. proot.,1,haha stomach aching bad need rush cr proot
@jfourgeaud I'll take that,1,jfourgeaud take
"@secondcitysoul if i was him, an ice-cream would cheer me up. #99flake",1,secondcitysoul ice cream would cheer 99flake
"@zoriancrx good stuff, Z! the cappy tarotscope resonates with the star card i pulled today...",1,zoriancrx good stuff z cappy tarotscope resonates star card pulled today
@davidmcalmont That's hot pavements for you.,1,davidmcalmont hot pavements
@TorySparkmann Hey ! Did you hear an Asia Country called 'Indonesia' ? I Live On there,1,torysparkmann hey hear asia country called 'indonesia' live
"Lovely weather, England can suprise u at times, i survived maths and found it quite okay. Good Stuff",1,lovely weather england suprise u times survived maths found quite okay good stuff
Jess Bajic is on her roof sunbathing with her laptop  loveee ittttt. http://tinyurl.com/nc3kpp,1,jess bajic roof sunbathing laptop loveee ittttt
@chiniehdiaz LOL. Family and friends looking at us as weirdos is what U often have from having your own interests.But whu cares!,1,chiniehdiaz lol family friends looking us weirdos u often interests whu cares
@mdbenoit I always love to her what you have to say when I'm up late enough to hear it,1,mdbenoit always love say late enough hear
@LukeStratford doin' the same! and enjoying my meal... have a good time!,1,lukestratford doin' enjoying meal good time
@RSA_UKgirl cutting back on wine??!!,1,rsa ukgirl cutting back wine
I think I may have done quite well on my maths exam!!!!,1,think may done quite well maths exam
"@YoungQ I love it how you call us 'Dreamers'  But it's true, where would I be without my dreams ... grtz from Belgium",1,youngq love call us 'dreamers' true would without dreams grtz belgium
@Dannymcfly Danny!! i wanna see you! hey i'm going to mcflyturkeyfan.. maybe there is newness..,1,dannymcfly danny wanna see hey going mcflyturkeyfan maybe newness
@SgtMajorFury i replyed to your e-mail,1,sgtmajorfury replyed e mail
Summer's coming  http://bit.ly/mlT7Y,1,summer coming
Check this vid out- Mariah Carey ft. Akon &amp; Lil Wayne Bye bye [Remix] http://bit.ly/3Y6g4  such a good song,1,check vid mariah carey ft akon amp lil wayne bye bye remix
is woke at 12:09 today is nice... not that hot though just nice and warm,1,woke 12 09 today nice hot though nice warm
@SusanCha awe Sean's bday is in 10 days so you either share the same bday or a day before/after depending when you wrote that,1,susancha awe sean bday 10 days either share bday day depending wrote
@DarrenGoldsmith bite your tongue man!    No there's just one Flapjack thankfully.  I don't think I could handle a stack.,1,darrengoldsmith bite tongue man one flapjack thankfully think could handle stack
Caitlin Marie Atherton no more maths! YES!!   ily chrissss   &lt;3. http://tinyurl.com/kuldox,1,caitlin marie atherton maths yes ily chrissss lt 3
Excited that #digitalplanet are interested in @bbc_sos - would be really nice to do something for their programme about Save Our Sounds.,1,excited digitalplanet interested bbc sos would really nice something programme save sounds
@m0php  Thanks! Xx,1,m0php thanks xx
@liamyoung morning,1,liamyoung morning
"@surpass Happy birthday! Wow, awesome hosting is just 7 years young!",1,surpass happy birthday wow awesome hosting 7 years young
@kris102026 but it's good to hear you're well nonetheless,1,kris102026 good hear well nonetheless
"@paquinanna I meant England, added an l there",1,paquinanna meant england added l
@Liturgy Be faithful in small things because it is in them that your strength lies. - Mother Teresa. e.g. prayer and a good night sleep.,1,liturgy faithful small things strength lies mother teresa e g prayer good night sleep
@PerezHilton she looks like she's stoned. kinda out of it!,1,perezhilton looks like stoned kinda
"says Struck 60.  Yay-ness. Die, damn bored nowww. I want him to faster online. http://plurk.com/p/xm6nl",1,says struck 60 yay ness die damn bored nowww want faster online
@psam Ask me! I have the huge box with me. But that much of wealth of resources,1,psam ask huge box much wealth resources
says please Vote Charice @ http://tinyurl.com/plwg2o thanks..  http://plurk.com/p/xm6nr,1,says please vote charice
"@Gleegirloz awesome! the world needs more people like you &amp; ur hubs. @jimknaggs Territory Commander is here on twitter, drop by &amp; say hi",1,gleegirloz awesome world needs people like amp ur hubs jimknaggs territory commander twitter drop amp say hi
"@BHutchinson I've lived under Pegasus' flight path for so long, I think it would have to land in my yard before I'd notice it now.",1,bhutchinson lived pegasus' flight path long think would land yard would notice
Can you tell I love movies,1,tell love movies
mondays are rubbish! i am doing online training!! but heading home at 3 from work,1,mondays rubbish online training heading home 3 work
Twitter break then meticulously keeping design docs updated. 2day turned out 2 b much more Robo-friendly than it seemed this morning,1,twitter break meticulously keeping design docs updated 2day turned 2 b much robo friendly seemed morning
I had the nicest nap eveeeeeeeer,1,nicest nap eveeeeeeeer
@cwtsh Can't wait til October - but at least I have til then to catch up on the last series I missed!,1,cwtsh cannot wait til october least til catch last series missed
can't believe WWE wished Misterrrrrrrrrrrrrr Kennedyyyyyyyy well in his future endeavors... I guess their loss will be TNA's gain,1,cannot believe wwe wished misterrrrrrrrrrrrrr kennedyyyyyyyy well future endeavors guess loss tna gain
i am with my pshe class  sitting next to my best friend natalie dixon  in ict.,1,pshe class sitting next best friend natalie dixon ict
Jus change my nick  http://tinyurl.com/l9uv89,1,jus change nick
"@eleshia123 haha thanks  hes hilarious, the hot one cause he shows off and then the head chef yells at him  i love it",1,eleshia123 haha thanks hes hilarious hot one cause shows head chef yells love
At home with the new addition today,1,home new addition today
out. be back tomorrow. have to do lot of things.,1,back tomorrow lot things
@couver87 i do.,1,couver87
"About to start packing for my trip to Rome with mum. I would rather be outside tanning, but shall settle for a facial at Heathrow",1,start packing trip rome mum would rather outside tanning shall settle facial heathrow
@LouiseMadden oh n mine as is fish finger sarnie plz with coke,1,louisemadden oh n mine fish finger sarnie plz coke
@DaveBenjamin Good Morning Dave!  We have pleny of night bags ....want to come help?,1,davebenjamin good morning dave pleny night bags want come help
@ShanteeNicole ;) De nada (You're welcome).,1,shanteenicole de nada welcome
Off school for the day... although my foots pink + girly! ... The plaster was nice and warm until It went cold.. talking to Isaac  x,1,school day although foots pink girly plaster nice warm went cold talking isaac x
getting ready for another Monday...but it is absolutely beautiful outside - makes it nice &amp; easy to say goodbye to the wknd,1,getting ready another monday absolutely beautiful outside makes nice amp easy say goodbye wknd
"If you wanna hang out today, hit up the txt! my day isnt completely free... but i can make time  hope i see some of yall",1,wanna hang today hit txt day isnt completely free make time hope see yall
"@geostep yeah, now i know  not sure why, but i thought he lived in US...Berlin is 100km away from me, always good to have a neighbour  =D",1,geostep yeah know sure thought lived us berlin 100km away always good neighbour
@MaxWJLB hahaha eminem LEFT the show. everyone was like O MY GOD!! hahahaaha,1,maxwjlb hahaha eminem left show everyone like god hahahaaha
@Keicchan ME TOO I hadn't seen it that close-up before!,1,keicchan seen close
@jeffpulver Good Morning Jeff  How was the Game yesterday?,1,jeffpulver good morning jeff game yesterday
@JadoreMarmite Sounds sweet! Wasted weekend (or weekend wasted) one or the other! Ha ha! Loving the warmth though!,1,jadoremarmite sounds sweet wasted weekend weekend wasted one ha ha loving warmth though
"Right, great weekend done... good weather, beers, bbq...",1,right great weekend done good weather beers bbq
"@SeanMarler lmfao ..it's not april 1st ya know ...that was a good 1, was that EGO? Ooooer",1,seanmarler lmfao april 1st ya know good 1 ego ooooer
@Dse7e I know.,1,dse7e know
Loved the MTV movie awards,1,loved mtv movie awards
@justyassy I slept 3 hours!!! from 9 till 12!!  bin grad iwie hell wach!!,1,justyassy slept 3 hours 9 till 12 bin grad iwie hell wach
"LMFAO! Cinemagic adventures! I love that Dane Cook one! My MOST FAVE!  WOOT WOOT! Going to floss, brush then bed. Night!",1,lmfao cinemagic adventures love dane cook one fave woot woot going floss brush bed night
@NotQuiteNigella It's so crispy! I keep picking extra bits of it straight from the dish,1,notquitenigella crispy keep picking extra bits straight dish
@TristanAdair It's perfect for us. We all fell in love with it  Mom gave us the master bedroom so our room is HUGE,1,tristanadair perfect us fell love mom gave us master bedroom room huge
@HoptonHouseBnB So c'mon  what does it taste like?  And don't say squirrel.  LOL,1,hoptonhousebnb c'mon taste like say squirrel lol
Wondering if I can survive without my laptop for a week..good thing i always have my iPhone,1,wondering survive without laptop week good thing always iphone
heading to Chi-town...love the new Silverlight based Live Search page,1,heading chi town love new silverlight based live search page
official snack for BINGing sessions - BINGo,1,official snack binging sessions bingo
A female Ruby-Throated Hummingbird came to the nectar feeder last night while we were outside. She came back for more 20 minutes later,1,female ruby throated hummingbird came nectar feeder last night outside came back 20 minutes later
Ready to tackle the last week of school!  yay!,1,ready tackle last week school yay
@cathysharon hey cathy,1,cathysharon hey cathy
@_Rohit_ hmm .. apni publicity shubhu ke blog se .... no no no no ... galat baat ..,1,rohit hmm apni publicity shubhu ke blog se galat baat
@dizzel yo thanks Den you free around 6 for an hour today either tinderbox or your place?,1,dizzel yo thanks den free around 6 hour today either tinderbox place
@pantaloon that is also a good name for a Russian Blue. Had considered Tchaikovsky too,1,pantaloon also good name russian blue considered tchaikovsky
"@sethsimonds ok, comment on the last post on my blog, and include the word 'awesome'... in all caps",1,sethsimonds ok comment last post blog include word 'awesome' caps
@brandie I have Bone Thugs N Harmony songs in my head 24x7 so it's no change  see you at the crossroaaaaadssss,1,brandie bone thugs n harmony songs head 24x7 change see crossroaaaaadssss
says twitter friends. follow me on plurk. haha.  http://plurk.com/p/xm748,1,says twitter friends follow plurk haha
"Good Morning! Time to start a new week and a new month!  Happy June!  Where's my coffee? Oh, here it is!",1,good morning time start new week new month happy june coffee oh
Hey hey hey its a #Beautifulday  Have a great day all,1,hey hey hey beautifulday great day
"Yayyy!!! Won 6-2, 6-0 sooo excited",1,yayyy 6 2 6 0 sooo excited
@Malarkey this I have to see  Make sure you don't trip.. I'd definitely do myself an injury!,1,malarkey see make sure trip would definitely injury
"@zanelowe hey dude, if you are online from 9-11pm check out http://www.endeavouronline.net playing dnb/dubstep/indie/old school hiphop  x",1,zanelowe hey dude online 9 11pm check
will get to watch a great koreanovela later! yahoo!!!,1,get watch great koreanovela later yahoo
okay time to get to work....have a good Monday everyone,1,okay time get work good monday everyone
"@Jessiicake i know! i wasn't disputing his tit'edness, just why you decided to agree  He really is a wanker though ¬.¬",1,jessiicake know disputing tit'edness decided agree really wanker though ¬ ¬
Watched mtv movie award last night! Cant beleive bruno&amp; eminem! Haha! Friggin awsome weekend with my boyfriend!  AMAZING.,1,watched mtv movie award last night cant beleive bruno amp eminem haha friggin awsome weekend boyfriend amazing
so jealous of kristen stewart. she's so gorgeous and is amazingly talented; so can't wait for new moon,1,jealous kristen stewart gorgeous amazingly talented cannot wait new moon
gay ass schoool. only 9 more days after todayy,1,gay ass schoool 9 days todayy
@KChenoweth when will season 3 of pushing daisies air?,1,kchenoweth season 3 pushing daisies air
I'm sure that @jameswilliams90 will be pleased to hear that I've spent the day advertising the LifeStyle PodNetwork wearing my T-Shirt!,1,sure jameswilliams90 pleased hear spent day advertising lifestyle podnetwork wearing shirt
@FakerParis good morning.  I love you.,1,fakerparis good morning love
Perhaps the easiest thing one can do for optimal health is to drink enough water! Don't forget yours today,1,perhaps easiest thing one optimal health drink enough water forget today
"risee &amp;shine twitttttter     gosh, its so sunnnny",1,risee amp shine twitttttter gosh sunnnny
"@joshtastic1 nope, the main part is that you're older then me",1,joshtastic1 nope main part older
@mrbobbysavage Which new Chicane track do you mean? Poppiholla or House Arrest? Took sometime to get used to H.A but I love it now.,1,mrbobbysavage new chicane track mean poppiholla house arrest took sometime get used h love
yay! In the evening watching MTV awards!! I´m happy happy happy :] Want to phone with my bessttiieeeee  she´s eating -- merry christmas =P,1,yay evening watching mtv awards i´m happy happy happy want phone bessttiieeeee she´s eating merry christmas p
@tsarnick For the diamonds  http://twitpic.com/6e96k,1,tsarnick diamonds
@drewgarceau Their immense intellect has left them w/ no option but being a gas station clerk? (Hat tip to successful friend who was one.,1,drewgarceau immense intellect left w option gas station clerk hat tip successful friend one
What a beautiful morning - waiting for delivery of LG washer/dryer,1,beautiful morning waiting delivery lg washer dryer
"watching channel [V]'s [V]tunes enak, they give English subtitle for Indonesian songs. LOL",1,watching channel v v tunes enak give english subtitle indonesian songs lol
@Jo3ll3 sent u an email  sry it took so long! If u have any more questions let me know! Happy to try to help,1,jo3ll3 sent u email sry took long u questions let know happy try help
bit confused..,1,bit confused
"it's on, http://bit.ly/WgcbY",1,null
@joshtastic1 thought so with @nessie_111 in middle.does she know rest of family?if not let me know.lol,1,joshtastic1 thought nessie 111 middle know rest family let know lol
is michaelbuble-ing again.,1,michaelbuble ing
"@hooleydooley Nah, no date yet. Will tweet about it when I do.",1,hooleydooley nah date yet tweet
"Hi, what time is it? here in my country is 08:10  @mileycyrus",1,hi time country 08 10 mileycyrus
I wan to bath now,1,wan bath
@thehungrycoder rather use php in cli mode,1,thehungrycoder rather use php cli mode
"@f2point4 Well, I would have LOVED a 17-700",1,f2point4 well would loved 17 700
"argh, im so full of scrambled eggs and toast, agenda today: lectures and bbq later, cant wait",1,argh im full scrambled eggs toast agenda today lectures bbq later cant wait
Happy first day of June!  #fb,1,happy first day june fb
"@SomeKuwaitiya just saw the replay , e3afeech",1,somekuwaitiya saw replay e3afeech
@jamie_lee_lou_l and what part of the world is sunny town?,1,jamie lee lou l part world sunny town
compare the meerkat.com,1,compare meerkat com
@juliechinkk there's nuthin happy about it,1,juliechinkk nuthin happy
At the station waiting on lauren. Today will be awesome! Jeremy Kyle...your fans are coming!  ufft jeans were so not a good idea today!,1,station waiting lauren today awesome jeremy kyle fans coming ufft jeans good idea today
@chinkeemae Huwooow .  Daydreaming for what ? Or for who? Hahaha . Miss you .,1,chinkeemae huwooow daydreaming hahaha miss
@StaciJShelton   have a great flight!,1,stacijshelton great flight
"Go Bing Yourself, Right Now http://tutz.me/inthil Awesome",1,go bing right
@RespectMileyC Sure i would help,1,respectmileyc sure would help
@tulidaangel amen to that!!! I'm focused!,1,tulidaangel amen focused
2 exams left and a new toy,1,2 exams left new toy
@eakukin по джабберу проще? �?мотр�? что,1,eakukin по джабберу проще � мотр� что
"@ktspina22 hi my name is Patrick Spina, perhaps we could be family",1,ktspina22 hi name patrick spina perhaps could family
@jobaxphilxianxo OMG YES I KNOW WOOOOOOOOP! i'm getting my hair and nails doneee  CAN'T WAIT,1,jobaxphilxianxo omg yes know woooooooop getting hair nails doneee cannot wait
Yay! Grid Thursday afternoon is here. Followed by two days of Grid Friday,1,yay grid thursday afternoon followed two days grid friday
I wanna take a road trip. Who's up for new york city?,1,wanna take road trip new york city
@CooperHawkes I'm hoping for some rabbits as well.,1,cooperhawkes hoping rabbits well
"@TomFelton Here's a positive way to look at it: At least your hair is already fairly light, so the bleach doesn't have to be in as long.",1,tomfelton positive way look least hair already fairly light bleach long
